MeSH Code	MeSH Name	ICD10 Code	ICD10 Name
C536166	Keshan disease	E59	Dietary selenium deficiency
C536652	Pentosuria	E74.8	Other specified disorders of carbohydrate metabolism
C562602	Glucose-Galactose Malabsorption	E74.3	Other disorders of intestinal carbohydrate absorption
C537841	NADH cytochrome B5 reductase deficiency	D74.0	Congenital methaemoglobinaemia
C536654	Phosphoenolpyruvate carboxykinase deficiency	E74.4	Disorders of pyruvate metabolism and gluconeogenesis
D054880	Aspartylglucosaminuria	E77.1	Defects in glycoprotein degradation
C538380	HHH syndrome	E72.4	Disorders of ornithine metabolism
D020163	Ornithine Carbamoyltransferase Deficiency Disease	E72.4	Disorders of ornithine metabolism
D020167	Hyperlysinemias	E72.3	Disorders of lysine and hydroxylysine metabolism
C536524	Valinemia	E71.1	Other disorders of branched-chain amino-acid metabolism
C562674	Hyperleucine-Isoleucinemia	E71.1	Other disorders of branched-chain amino-acid metabolism
C536833	Glutaric Acidemia I	E72.3	Disorders of lysine and hydroxylysine metabolism
C531633	Biotin deficiency	E53.8	Deficiency of other specified B group vitamins
D060725	Uterine Retroversion	N85.4	Malposition of uterus
D065173	Pregnancy, Cornual	O00.8	Other ectopic pregnancy
D001930	Brain Injuries	S06	Intracranial injury
D001930	Brain Injuries	S06.9	Intracranial injury, unspecified
C562695	Epileptic Encephalopathy, Early Infantile, 3	G40.6	Grand mal seizures, unspecified (with or without petit mal)
C562695	Epileptic Encephalopathy, Early Infantile, 3	G40.4	Other generalized epilepsy and epileptic syndromes
D039141	Muscular Dystrophy, Oculopharyngeal	G71.0	Muscular dystrophy
D003635	De Lange Syndrome	Q87.1	Congenital malformation syndromes predominantly associated with short stature
C537919	Fertile eunuch syndrome	E23.0	Hypopituitarism
C536648	Pendred syndrome	E07.1	Dyshormogenetic goitre
C562722	Eosinophilia, Familial	D72.1	Eosinophilia
C536899	Thrombocytopenia, cyclic	D69.3	Idiopathic thrombocytopenic purpura
D055652	Gray Platelet Syndrome	D69.1	Qualitative platelet defects
C536249	Purpura simplex	D69.2	Other nonthrombocytopenic purpura
C562727	Dysfibrinogenemia, Congenital	D68.2	Hereditary deficiency of other clotting factors
D061223	Vagus Nerve Injuries	S04.8	Injury of other cranial nerves
C535526	Infection with Mycobacterium marinum	A31.1	Cutaneous mycobacterial infection
D052919	Refsum Disease, Infantile	G60.1	Refsum's disease
D019042	Muscle Neoplasms	C49	Malignant neoplasm of other connective and soft tissue
D047808	Adrenogenital Syndrome	E25	Adrenogenital disorders
D047808	Adrenogenital Syndrome	E25.9	Adrenogenital disorder, unspecified
D000070607	Morton Neuroma	G57.6	Lesion of plantar nerve
D000071576	Crush Injuries	T14.8	Other injuries of unspecified body region
D000071576	Crush Injuries	T14.5	Injury of blood vessel(s) of unspecified body region
D000069856	Staghorn Calculi	N20.0	Calculus of kidney
D020814	Meningitis, Escherichia coli	G00.8	Other bacterial meningitis
D020363	Limbic Encephalitis	G13.1	Other systemic atrophy primarily affecting central nervous system in neoplastic disease
C537295	Granulomatous Angiitis of the Central Nervous System	I67.7	Cerebral arteritis, not elsewhere classified
D060050	Angina, Stable	I20	Angina pectoris
D060050	Angina, Stable	I20.8	Other forms of angina pectoris
D060050	Angina, Stable	I20.9	Angina pectoris, unspecified
C562787	Precocious Puberty, Central	E22.8	Other hyperfunction of pituitary gland
C537884	Peters anomaly	Q13.4	Other congenital corneal malformations
C538081	Congenital dislocation of the patella	Q68.2	Congenital deformity of knee
C538081	Congenital dislocation of the patella	Q74.1	Congenital malformation of knee
C538081	Congenital dislocation of the patella	Q68.5	Congenital bowing of long bones of leg, unspecified
D002145	Callosities	L84	Corns and callosities
D055010	Posterior Cervical Sympathetic Syndrome	M53.0	Cervicocranial syndrome
D053040	Nephrolithiasis	N20.0	Calculus of kidney
C536821	Gigantomastia	N62	Hypertrophy of breast
C535633	Harding ataxia	G11.1	Early-onset cerebellar ataxia
D019846	Miller Fisher Syndrome	G61.0	Guillain-Barre syndrome
D019867	Anti-Glomerular Basement Membrane Disease	M31.0	Hypersensitivity angiitis
D020389	Muscular Dystrophy, Emery-Dreifuss	G71.0	Muscular dystrophy
C562937	Hypochondroplasia	Q77.4	Achondroplasia
C535890	Levator syndrome	K59.4	Anal spasm
D052456	Hypoalphalipoproteinemias	E78.6	Lipoprotein deficiency
D004410	Dyslexia	F81.0	Specific reading disorder
D000072281	Lymphadenopathy	R59.1	Generalized enlarged lymph nodes
D065446	Premenstrual Dysphoric Disorder	N94.3	Premenstrual tension syndrome
D020526	Brain Stem Infarctions	G46.3	Brain stem stroke syndrome
D019694	Hepatitis B, Chronic	B18.1	Chronic viral hepatitis B without delta-agent
C563007	Hypochondrogenesis	Q77.0	Achondrogenesis
D056734	Monilethrix	Q84.1	Congenital morphological disturbances of hair, not elsewhere classified
D002805	Chondrocalcinosis	M11.2	Other chondrocalcinosis
D050497	Stillbirth	P95	Fetal death of unspecified cause
D050031	Hashimoto Disease	E06.3	Autoimmune thyroiditis
D049288	Muscular Dystrophies, Limb-Girdle	G71.0	Muscular dystrophy
D020427	Peroneal Neuropathies	G57.3	Lesion of lateral popliteal nerve
D049310	Distal Myopathies	G71.0	Muscular dystrophy
D020301	Vasospasm, Intracranial	G45.9	Transient cerebral ischaemic attack, unspecified
D020512	Myopathy, Central Core	G71.2	Congenital myopathies
D020766	Intracranial Embolism	I66	Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction
D020787	Central Nervous System Venous Angioma	Q28.3	Other malformations of cerebral vessels
D020788	Bardet-Biedl Syndrome	Q87.8	Other specified congenital malformation syndromes, not elsewhere classified
D020914	Myopathies, Structural, Congenital	G71.2	Congenital myopathies
D020961	Lewy Body Disease	F02.3	Dementia in Parkinson's disease
C535460	Chylomicron retention disease	E78.3	Hyperchylomicronaemia
D046110	Hypertension, Pregnancy-Induced	O13	Gestational [pregnancy-induced] hypertension without significant proteinuria
C563164	Hernia, Double Inguinal	K40	Inguinal hernia
D060705	Dyscalculia	R48.8	Other and unspecified symbolic dysfunctions
D000070642	Brain Injuries, Traumatic	S06	Intracranial injury
D000070642	Brain Injuries, Traumatic	S06.9	Intracranial injury, unspecified
D050379	Arteriolosclerosis	I25.0	Atherosclerotic cardiovascular disease, so described
D050379	Arteriolosclerosis	I70	Atherosclerosis
D050380	Monckeberg Medial Calcific Sclerosis	I70.2	Atherosclerosis of arteries of extremities
D024741	Cardiomyopathy, Hypertrophic, Familial	I42.1	Obstructive hypertrophic cardiomyopathy
D044904	Mannosidase Deficiency Diseases	E77.1	Defects in glycoprotein degradation
C536975	Tracheal agenesis	Q32.1	Other congenital malformations of trachea
D054446	Lymphoma, Primary Cutaneous Anaplastic Large Cell	L41.2	Lymphomatoid papulosis
C538556	Imerslund-Grasbeck syndrome	D51.1	Vitamin B12 deficiency anaemia due to selective vitamin B12 malabsorption with proteinuria
D018273	Carcinoma, Islet Cell	C25.4	Malignant neoplasm of endocrine pancreas
C537256	Vascular purpura	D69.0	Allergic purpura
C537256	Vascular purpura	M31.0	Hypersensitivity angiitis
D058529	Single Umbilical Artery	Q27.0	Congenital absence and hypoplasia of umbilical artery
D065666	Mesenteric Ischemia	K55.1	Chronic vascular disorders of intestine
D005096	Exostoses	K10.8	Other specified diseases of jaws
D010259	Paranoid Disorders	F22.0	Delusional disorder
D000168	Acrocephalosyndactylia	Q87.0	Congenital malformation syndromes predominantly affecting facial appearance
D000067877	Autism Spectrum Disorder	F84.0	Childhood autism
D065886	Neurodevelopmental Disorders	F89	Unspecified disorder of psychological development
D065886	Neurodevelopmental Disorders	F80-F89.9	Disorders of psychological development
D052256	Tendinopathy	M25.7	Osteophyte
D052256	Tendinopathy	M77.9	Enthesopathy, unspecified
D052880	Pyomyositis	M60.0	Infective myositis
C531624	Familial spinal arachnoiditis	G03.9	Meningitis, unspecified
C563948	Spinal Muscular Atrophy, Type IV	G12.1	Other inherited spinal muscular atrophy
C537373	Multicystic renal dysplasia, bilateral	Q62.3	Other obstructive defects of renal pelvis and ureter
C565111	Major Affective Disorder 1	F31	Bipolar affective disorder
C565111	Major Affective Disorder 1	F31.9	Bipolar affective disorder, unspecified
C566267	Hypobetalipoproteinemia, Familial	E78.6	Lipoprotein deficiency
D002921	Cicatrix	L90.5	Scar conditions and fibrosis of skin
D011900	Ranula	K11.6	Mucocele of salivary gland
D058186	Acute Kidney Injury	N28.9	Disorder of kidney and ureter, unspecified
D050090	Ovotesticular Disorders of Sex Development	Q56.0	Hermaphroditism, not elsewhere classified
D058490	46, XY Disorders of Sex Development	Q56.1	Male pseudohermaphroditism, not elsewhere classified
D000067454	Childhood-Onset Fluency Disorder	F98.6	Cluttering
C535720	Familial duodenal atresia	K31.5	Obstruction of duodenum
D031901	Gestational Trophoblastic Disease	O01	Hydatidiform mole
D031901	Gestational Trophoblastic Disease	O01.0	Classical hydatidiform mole
D031901	Gestational Trophoblastic Disease	O01.9	Hydatidiform mole, unspecified
C538669	Alcohol induced encephalopathy	G31.2	Degeneration of nervous system due to alcohol
D058226	Plaque, Atherosclerotic	I25.0	Atherosclerotic cardiovascular disease, so described
D058226	Plaque, Atherosclerotic	I70	Atherosclerosis
D058489	46, XX Disorders of Sex Development	Q56.2	Female pseudohermaphroditism, not elsewhere classified
D000069293	Plasmablastic Lymphoma	C83.3	Large cell (diffuse) non-Hodgkin's lymphoma
D006551	Hernia, Hiatal	K44	Diaphragmatic hernia
C535761	Nephrosis, congenital	N04	Nephrotic syndrome
C535761	Nephrosis, congenital	N04.9	Nephrotic syndrome, unspecified
D005687	Galactorrhea	O92.6	Galactorrhoea
C581942	Hemoglobin M Disease	D74.0	Congenital methaemoglobinaemia
D021782	Multicystic Dysplastic Kidney	Q61.4	Renal dysplasia
D054000	Nevus, Sebaceous of Jadassohn	Q82.5	Congenital non-neoplastic naevus
D001068	Feeding and Eating Disorders	F50.1	Atypical anorexia nervosa
D001068	Feeding and Eating Disorders	F50.3	Atypical bulimia nervosa
D000068099	Trauma and Stressor Related Disorders	F43.9	Reaction to severe stress, unspecified
D065708	Porencephaly	Q04.6	Congenital cerebral cysts
D000435	Alcoholic Intoxication	F10.0	Mental and behavioural disorders due to use of alcohol, acute intoxication
D001010	Anxiety, Separation	F93.0	Separation anxiety disorder of childhood
D001015	Aortic Arch Syndromes	M31.4	Aortic arch syndrome [Takayasu]
D019217	Tooth Attrition	K03.0	Excessive attrition of teeth
D001782	Blood Donors	Z52.0	Blood donor
D001821	Blushing	R23.2	Flushing
D002249	Carbon Monoxide Poisoning	T58	Toxic effect of carbon monoxide
D003329	Coronary Vasospasm	I20.1	Angina pectoris with documented spasm
D003409	Congenital Hypothyroidism	E00	Congenital iodine-deficiency syndrome
D003409	Congenital Hypothyroidism	E00.9	Congenital iodine-deficiency syndrome, unspecified
D005307	Fertilization in Vitro	Z31.2	In vitro fertilization
D005320	Fetal Macrosomia	P08.0	Exceptionally large baby
D005739	Gas Poisoning	T59.9	Toxic effect of gases, fumes and vapours, unspecified
D006059	Gonadal Dysgenesis	Q96.0	Karyotype 45,X
D006059	Gonadal Dysgenesis	Q96	Turner's syndrome
D006059	Gonadal Dysgenesis	Q96.9	Turner's syndrome, unspecified
D007046	Hysteria	F44.1	Dissociative fugue
D007222	Inert Gas Narcosis	T70.3	Effects of caisson disease [decompression sickness]
D007230	Infant, Low Birth Weight	P05.0	Light for gestational age
D007315	Insemination, Artificial	Z31.1	Artificial insemination
D007759	Labyrinth Diseases	H81.9	Disorder of vestibular function, unspecified
D007759	Labyrinth Diseases	H81.4	Vertigo of central origin
D007759	Labyrinth Diseases	H81	Disorders of vestibular function
D009145	Mushroom Poisoning	T62.0	Toxic effect of ingested mushrooms
D010262	Paraphilic Disorders	F65	Disorders of sexual preference
D010262	Paraphilic Disorders	F65.9	Disorder of sexual preference, unspecified
D010282	Parathyroid Neoplasms	C75.0	Malignant neoplasm of parathyroid gland
D011296	Prenatal Diagnosis	Z36	Antenatal screening
D011832	Radiation Injuries	T66	Unspecified effects of radiation
D012874	Skin Diseases, Infectious	L00-L08.9	Infections of the skin and subcutaneous tissue
D012894	Sleep Stages	R40.0	Somnolence
D000070589	Talipes Cavus	Q66.7	Pes cavus
D013706	Temporomandibular Joint Dysfunction Syndrome	K07.6	Temporomandibular joint disorders
D014076	Tooth Diseases	K08.9	Disorder of teeth and supporting structures, unspecified
D014188	Transposition of Great Vessels	Q20.3	Discordant ventriculoarterial connection
D014689	Venous Insufficiency	I87.2	Venous insufficiency (chronic) (peripheral)
D016535	Bronchial Hyperreactivity	J45	Asthma
D016535	Bronchial Hyperreactivity	J45.9	Asthma, unspecified
D049248	Decapitation	S18	Traumatic amputation at neck level
D059268	Atrophic Vaginitis	N95.2	Postmenopausal atrophic vaginitis
D021081	Chronobiology Disorders	G47.2	Disorders of the sleep-wake schedule
D020734	Parkinsonian Disorders	G21	Secondary parkinsonism
D020734	Parkinsonian Disorders	G21.9	Secondary parkinsonism, unspecified
D020323	Tics	F95.9	Tic disorder, unspecified
D020323	Tics	F95	Tic disorders
C562839	Mesothelioma, Malignant	C45	Mesothelioma
C562839	Mesothelioma, Malignant	C45.9	Mesothelioma, unspecified
D020915	Korsakoff Syndrome	F10.6	Mental and behavioural disorders due to use of alcohol, amnesic syndrome
D028226	Amyloidosis, Familial	E85.1	Neuropathic heredofamilial amyloidosis
D020857	Hallux Limitus	M20.2	Hallux rigidus
D025241	Spondylarthritis	M46.9	Inflammatory spondylopathy, unspecified
D047708	Myofibroma	D25	Leiomyoma of uterus
D047708	Myofibroma	D25.9	Leiomyoma of uterus, unspecified
D000067390	Cold Injury	T33-T35.9	Frostbite
D048550	Hepatic Insufficiency	K72.9	Hepatic failure, unspecified
C536556	Trichorrhexis nodosa syndrome	L67.0	Trichorrhexis nodosa
D056267	Pagetoid Reticulosis	C84.0	Mycosis fungoides
D000067877	Autism Spectrum Disorder	F84	Pervasive developmental disorders
D000067877	Autism Spectrum Disorder	F84.9	Pervasive developmental disorder, unspecified
D050154	Adiposity	E66	Obesity
D050154	Adiposity	E66.9	Obesity, unspecified
D058729	Peripheral Arterial Disease	I73.9	Peripheral vascular disease, unspecified
C535289	Rapp-Hodgkin syndrome	Q82.4	Ectodermal dysplasia (anhidrotic)
D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	C91.0	Acute lymphoblastic leukaemia
D000370	Ageusia	R43.2	Parageusia
D057085	Tooth Wear	K03.0	Excessive attrition of teeth
C535428	Benign essential blepharospasm	G24.5	Blepharospasm
C538339	Nasopharyngeal carcinoma	C11	Malignant neoplasm of nasopharynx
C538339	Nasopharyngeal carcinoma	C11.9	Malignant neoplasm of nasopharynx, unspecified
C537574	Meyenburg-Altherr-Uehlinger syndrome	M94.1	Relapsing polychondritis
D005955	Glucosephosphate Dehydrogenase Deficiency	D55.0	Anaemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency
D014860	Warts	B07	Viral warts
D009748	Nutrition Disorders	E40-E46.9	Malnutrition
D009748	Nutrition Disorders	E63.9	Nutritional deficiency, unspecified
D021782	Multicystic Dysplastic Kidney	Q61.3	Polycystic kidney, unspecified
D006043	Goiter, Endemic	E04.9	Nontoxic goitre, unspecified
D010390	Pemphigoid, Benign Mucous Membrane	H13.3	Ocular pemphigoid
D007161	Immunoproliferative Small Intestinal Disease	C88.2	Gamma heavy chain disease
C536482	Hereditary renal agenesis	Q60.6	Potter's syndrome
C554498	AIDS-related Kaposi sarcoma	C46.9	Kaposi's sarcoma, unspecified
C554498	AIDS-related Kaposi sarcoma	C46	Kaposi's sarcoma
D002318	Cardiovascular Diseases	I00-I99.9	Diseases of the circulatory system
D013158	Splenic Diseases	D73.1	Hypersplenism
D006971	Hypersplenism	D73.9	Disease of spleen, unspecified
D006971	Hypersplenism	D73	Diseases of spleen
D054438	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	D46.9	Myelodysplastic syndrome, unspecified
D054438	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	D46	Myelodysplastic syndromes
D011695	Purpura, Schoenlein-Henoch	D69.3	Idiopathic thrombocytopenic purpura
D000069079	Radiation Exposure	Z58.4	Exposure to radiation
D015837	Vestibular Diseases	H81.4	Vertigo of central origin
D010437	Peptic Ulcer	K28	Gastrojejunal ulcer
D015161	Dementia, Multi-Infarct	F01.9	Vascular dementia, unspecified
D015161	Dementia, Multi-Infarct	F01	Vascular dementia
D009190	Myelodysplastic Syndromes	C92.2	Subacute myeloid leukaemia
D002177	Candidiasis	B37.0	Candidal stomatitis
D012514	Sarcoma, Kaposi	B21.0	HIV disease resulting in Kaposi's sarcoma
